datetime,curah_hujan
14-04-2019,1
15-04-2019,0
16-04-2019,6.8
17-04-2019,1.8
18-04-2019,0
19-04-2019,18.2
20-04-2019,12.9
21-04-2019,5.6
22-04-2019,11
23-04-2019,0
24-04-2019,0
25-04-2019,22.8
26-04-2019,13.2
27-04-2019,1.8
28-04-2019,0
29-04-2019,5.5
30-04-2019,9.8
01-05-2019,24.5
02-05-2019,0
03-05-2019,0
04-05-2019,8888
05-05-2019,8
06-05-2019,8888
07-05-2019,0
08-05-2019,0
09-05-2019,0
10-05-2019,8
11-05-2019,3.8
12-05-2019,0
13-05-2019,0
14-05-2019,0
15-05-2019,0
16-05-2019,0
17-05-2019,1.2
18-05-2019,2.3
19-05-2019,0
20-05-2019,0
21-05-2019,0
22-05-2019,0
23-05-2019,0
24-05-2019,0
25-05-2019,0
26-05-2019,0
27-05-2019,8888
28-05-2019,0
29-05-2019,0
30-05-2019,0
31-05-2019,0
01-06-2019,0
02-06-2019,0
03-06-2019,0
04-06-2019,0
05-06-2019,0
06-06-2019,0
07-06-2019,0
08-06-2019,18.1
09-06-2019,0
10-06-2019,0
11-06-2019,0
12-06-2019,0
13-06-2019,0
14-06-2019,0
15-06-2019,5
16-06-2019,0
17-06-2019,0
18-06-2019,0
19-06-2019,8888
20-06-2019,0
21-06-2019,0
22-06-2019,0
23-06-2019,0
24-06-2019,0
25-06-2019,0
26-06-2019,0
27-06-2019,0
28-06-2019,0
29-06-2019,0
30-06-2019,0
01-07-2019,0
02-07-2019,0
03-07-2019,0
04-07-2019,8888
05-07-2019,0
06-07-2019,0
07-07-2019,0
08-07-2019,0
09-07-2019,8888
10-07-2019,0
11-07-2019,0
12-07-2019,8888
13-07-2019,0
14-07-2019,0
15-07-2019,0
16-07-2019,0
17-07-2019,0
18-07-2019,0
19-07-2019,0
20-07-2019,0
21-07-2019,0
22-07-2019,0
23-07-2019,0
24-07-2019,0
25-07-2019,0
26-07-2019,0
27-07-2019,0
28-07-2019,8888
29-07-2019,0
30-07-2019,0
31-07-2019,0
01-08-2019,0
02-08-2019,0
03-08-2019,0
04-08-2019,0
05-08-2019,8888
06-08-2019,0
07-08-2019,0
08-08-2019,0
09-08-2019,8888
10-08-2019,0
11-08-2019,0
12-08-2019,0
13-08-2019,0
14-08-2019,0
15-08-2019,0
16-08-2019,0
17-08-2019,0
18-08-2019,0
19-08-2019,0
20-08-2019,0
21-08-2019,8888
22-08-2019,0
23-08-2019,0
24-08-2019,0
25-08-2019,0
26-08-2019,0
27-08-2019,0
28-08-2019,0
29-08-2019,0
30-08-2019,0
31-08-2019,0
01-09-2019,0
02-09-2019,0
03-09-2019,0
04-09-2019,0
05-09-2019,0
06-09-2019,0
07-09-2019,0
08-09-2019,0
09-09-2019,0
10-09-2019,8888
11-09-2019,0
12-09-2019,0
13-09-2019,0
14-09-2019,0
15-09-2019,0
16-09-2019,0
17-09-2019,8888
18-09-2019,0
19-09-2019,0
20-09-2019,0
21-09-2019,0
22-09-2019,8888
23-09-2019,0
24-09-2019,0
25-09-2019,0
26-09-2019,0
27-09-2019,0
28-09-2019,0
29-09-2019,0
30-09-2019,0
01-10-2019,0
02-10-2019,0
03-10-2019,8888
04-10-2019,8888
05-10-2019,0
06-10-2019,0
07-10-2019,0
08-10-2019,0
09-10-2019,1
10-10-2019,0
11-10-2019,0
12-10-2019,0
13-10-2019,0
14-10-2019,0
15-10-2019,0
16-10-2019,0
17-10-2019,8888
18-10-2019,0
19-10-2019,0
20-10-2019,0
21-10-2019,0
22-10-2019,8888
23-10-2019,0
24-10-2019,0
25-10-2019,8888
26-10-2019,0
27-10-2019,0
28-10-2019,0
29-10-2019,0
30-10-2019,8888
31-10-2019,0
01-11-2019,0
02-11-2019,1
03-11-2019,0.2
04-11-2019,0
05-11-2019,1.6
06-11-2019,33
07-11-2019,0
08-11-2019,0
09-11-2019,0
10-11-2019,0
11-11-2019,0
12-11-2019,0
13-11-2019,8888
14-11-2019,0
15-11-2019,1
16-11-2019,0
17-11-2019,0
18-11-2019,8888
19-11-2019,0
20-11-2019,8888
21-11-2019,0
22-11-2019,0
23-11-2019,0
24-11-2019,0
25-11-2019,1.6
26-11-2019,8888
27-11-2019,0
28-11-2019,0
29-11-2019,1.8
30-11-2019,9.9
01-12-2019,8.5
02-12-2019,8.6
03-12-2019,0
04-12-2019,0
05-12-2019,16.5
06-12-2019,22.5
07-12-2019,1.5
08-12-2019,8888
09-12-2019,0
10-12-2019,0
11-12-2019,0
12-12-2019,8888
13-12-2019,0.8
14-12-2019,0
15-12-2019,0
16-12-2019,0
17-12-2019,4.2
18-12-2019,40
19-12-2019,0
20-12-2019,0
21-12-2019,8888
22-12-2019,24.5
23-12-2019,4.8
24-12-2019,16
25-12-2019,38
26-12-2019,27.4
27-12-2019,3
28-12-2019,36.5
29-12-2019,10.2
30-12-2019,0.8
31-12-2019,0
