datetime,curah_hujan
01-01-2010,0
02-01-2010,6.6
03-01-2010,0
04-01-2010,0
05-01-2010,0.4
06-01-2010,0
07-01-2010,12.7
08-01-2010,0.5
09-01-2010,28
10-01-2010,0
11-01-2010,19.6
12-01-2010,0.9
13-01-2010,6
14-01-2010,20.3
15-01-2010,11.6
16-01-2010,49.8
17-01-2010,22.3
18-01-2010,73.9
19-01-2010,7.3
20-01-2010,3.4
21-01-2010,25.3
22-01-2010,8888
23-01-2010,9.2
24-01-2010,0
25-01-2010,19.9
26-01-2010,5.8
27-01-2010,0
28-01-2010,0
29-01-2010,3
30-01-2010,13.1
31-01-2010,37.4
01-02-2010,9.3
02-02-2010,0
03-02-2010,11.8
04-02-2010,1.3
05-02-2010,2.8
06-02-2010,0.2
07-02-2010,2.7
08-02-2010,0
09-02-2010,0
10-02-2010,0
11-02-2010,0
12-02-2010,37.1
13-02-2010,40.4
14-02-2010,1.4
15-02-2010,0
16-02-2010,4
17-02-2010,3
18-02-2010,68
19-02-2010,2.8
20-02-2010,1.9
21-02-2010,8.8
22-02-2010,1.2
23-02-2010,0
24-02-2010,15.6
25-02-2010,0.2
26-02-2010,0
27-02-2010,0
28-02-2010,10.8
01-03-2010,46.8
02-03-2010,0
03-03-2010,0
04-03-2010,0
05-03-2010,32.2
06-03-2010,0
07-03-2010,0
08-03-2010,8888
09-03-2010,0
10-03-2010,2.7
11-03-2010,8.8
12-03-2010,2.6
13-03-2010,0
14-03-2010,0
15-03-2010,8888
16-03-2010,1.7
17-03-2010,11.2
18-03-2010,0
19-03-2010,0
20-03-2010,0
21-03-2010,8888
22-03-2010,0
23-03-2010,0
24-03-2010,0
25-03-2010,85.7
26-03-2010,0
27-03-2010,1.1
28-03-2010,14.7
29-03-2010,8.9
30-03-2010,26.1
31-03-2010,0
01-04-2010,0
02-04-2010,20.7
03-04-2010,0
04-04-2010,0.4
05-04-2010,1.8
06-04-2010,0
07-04-2010,2.8
08-04-2010,0.6
09-04-2010,0
10-04-2010,0
11-04-2010,0
12-04-2010,0
13-04-2010,0
14-04-2010,0.2
15-04-2010,0
16-04-2010,0.2
17-04-2010,0
18-04-2010,0
19-04-2010,0
20-04-2010,0
21-04-2010,0
22-04-2010,0
23-04-2010,0
24-04-2010,0
25-04-2010,0
26-04-2010,0
27-04-2010,0
28-04-2010,0
29-04-2010,8888
30-04-2010,0
01-05-2010,0
02-05-2010,0
03-05-2010,0
04-05-2010,0
05-05-2010,0
06-05-2010,0
07-05-2010,0.3
08-05-2010,1.8
09-05-2010,0
10-05-2010,10.7
11-05-2010,4
12-05-2010,0
13-05-2010,12.5
14-05-2010,0.8
15-05-2010,0
16-05-2010,7.6
17-05-2010,8888
18-05-2010,0
19-05-2010,0.7
20-05-2010,2.2
21-05-2010,0
22-05-2010,20.6
23-05-2010,3.4
24-05-2010,1
25-05-2010,21
26-05-2010,0.9
27-05-2010,0
28-05-2010,0
29-05-2010,0
30-05-2010,0
31-05-2010,0.2
01-06-2010,43.8
02-06-2010,0
03-06-2010,0
04-06-2010,26
05-06-2010,16.9
06-06-2010,8888
07-06-2010,9.8
08-06-2010,0.6
09-06-2010,0
10-06-2010,0
11-06-2010,0
12-06-2010,2
13-06-2010,0
14-06-2010,8888
15-06-2010,8888
16-06-2010,9.3
17-06-2010,8888
18-06-2010,9
19-06-2010,0.4
20-06-2010,0.4
21-06-2010,0
22-06-2010,0
23-06-2010,5.4
24-06-2010,7
25-06-2010,0.3
26-06-2010,0.5
27-06-2010,0
28-06-2010,0
29-06-2010,2.4
30-06-2010,0
01-07-2010,0
02-07-2010,0
03-07-2010,20.4
04-07-2010,0
05-07-2010,0
06-07-2010,0
07-07-2010,34
08-07-2010,28.7
09-07-2010,46.6
10-07-2010,0
11-07-2010,0
12-07-2010,3
13-07-2010,1.2
14-07-2010,8888
15-07-2010,1.6
16-07-2010,4.2
17-07-2010,0
18-07-2010,73
19-07-2010,13.2
20-07-2010,3.4
21-07-2010,0
22-07-2010,0
23-07-2010,0
24-07-2010,0
25-07-2010,1.6
26-07-2010,2.5
27-07-2010,15.5
28-07-2010,0.7
29-07-2010,0
30-07-2010,0
31-07-2010,0
01-08-2010,0
02-08-2010,8888
03-08-2010,8888
04-08-2010,6.1
05-08-2010,12.9
06-08-2010,23.5
07-08-2010,3.5
08-08-2010,0
09-08-2010,0
10-08-2010,0
11-08-2010,0
12-08-2010,0
13-08-2010,0.3
14-08-2010,0
15-08-2010,4
16-08-2010,55.5
17-08-2010,0
18-08-2010,4
19-08-2010,0
20-08-2010,17.8
21-08-2010,13
22-08-2010,0
23-08-2010,0
24-08-2010,10
25-08-2010,0
26-08-2010,0
27-08-2010,0
28-08-2010,0
29-08-2010,0
30-08-2010,0
31-08-2010,0
01-09-2010,0
02-09-2010,22.7
03-09-2010,35.2
04-09-2010,0
05-09-2010,8888
06-09-2010,57.9
07-09-2010,8888
08-09-2010,20.9
09-09-2010,25.3
10-09-2010,0
11-09-2010,1
12-09-2010,10.4
13-09-2010,0.4
14-09-2010,3.8
15-09-2010,3.8
16-09-2010,0.2
17-09-2010,8888
18-09-2010,0
19-09-2010,0
20-09-2010,0
21-09-2010,30
22-09-2010,0.3
23-09-2010,37.2
24-09-2010,0
25-09-2010,2.8
26-09-2010,8888
27-09-2010,4.2
28-09-2010,0
29-09-2010,0
30-09-2010,0
01-10-2010,8888
02-10-2010,0.5
03-10-2010,47.8
04-10-2010,0.3
05-10-2010,0.5
06-10-2010,66
07-10-2010,0
08-10-2010,4.5
09-10-2010,9.5
10-10-2010,0
11-10-2010,0
12-10-2010,4.7
13-10-2010,6.2
14-10-2010,55.4
15-10-2010,0
16-10-2010,0
17-10-2010,9
18-10-2010,0
19-10-2010,0
20-10-2010,5.6
21-10-2010,8
22-10-2010,49.8
23-10-2010,8888
24-10-2010,0
25-10-2010,93
26-10-2010,19.5
27-10-2010,0
28-10-2010,0
29-10-2010,0.6
30-10-2010,0
31-10-2010,0
01-11-2010,0
02-11-2010,8888
03-11-2010,0.8
04-11-2010,5.8
05-11-2010,0
06-11-2010,8888
07-11-2010,0
08-11-2010,0
09-11-2010,24.1
10-11-2010,0
11-11-2010,3.5
12-11-2010,10.5
13-11-2010,1.4
14-11-2010,0
15-11-2010,0
16-11-2010,31.4
17-11-2010,0
18-11-2010,0
19-11-2010,8888
20-11-2010,0
21-11-2010,8888
22-11-2010,0.5
23-11-2010,7
24-11-2010,9.2
25-11-2010,1
26-11-2010,39.9
27-11-2010,5.1
28-11-2010,0
29-11-2010,2.6
30-11-2010,0
01-12-2010,8888
02-12-2010,52.2
03-12-2010,2
04-12-2010,0.6
05-12-2010,3
06-12-2010,6.4
07-12-2010,0
08-12-2010,1.3
09-12-2010,1.3
10-12-2010,1.6
11-12-2010,5.5
12-12-2010,2.4
13-12-2010,0
14-12-2010,6.8
15-12-2010,8888
16-12-2010,0
17-12-2010,10
18-12-2010,1.6
19-12-2010,7.9
20-12-2010,0
21-12-2010,1.5
22-12-2010,0
23-12-2010,1.4
24-12-2010,0
25-12-2010,0
26-12-2010,2.9
27-12-2010,3.6
28-12-2010,11.8
29-12-2010,0.2
30-12-2010,0
31-12-2010,0
