datetime,curah_hujan
18-05-2014,0
19-05-2014,1.8
20-05-2014,0
21-05-2014,0
22-05-2014,1.4
23-05-2014,0
24-05-2014,0
25-05-2014,0
26-05-2014,0
27-05-2014,8.5
28-05-2014,0
29-05-2014,0
30-05-2014,3.7
31-05-2014,6.7
01-06-2014,0
02-06-2014,0
03-06-2014,0
04-06-2014,0
05-06-2014,5.4
06-06-2014,0
07-06-2014,0
08-06-2014,0
09-06-2014,0
10-06-2014,29.5
11-06-2014,4.5
12-06-2014,62
13-06-2014,4.2
14-06-2014,3.2
15-06-2014,25.4
16-06-2014,3.4
17-06-2014,0
18-06-2014,0
19-06-2014,0
20-06-2014,0
21-06-2014,10.8
22-06-2014,0
23-06-2014,0
24-06-2014,0
25-06-2014,17.9
26-06-2014,0.5
27-06-2014,0
28-06-2014,0
29-06-2014,0
30-06-2014,0
01-07-2014,0
02-07-2014,0
03-07-2014,0
04-07-2014,0
05-07-2014,8888
06-07-2014,38.4
07-07-2014,10
08-07-2014,0
09-07-2014,0
10-07-2014,0
11-07-2014,0
12-07-2014,46
13-07-2014,1.6
14-07-2014,0
15-07-2014,26.2
16-07-2014,17.1
17-07-2014,15.3
18-07-2014,0
19-07-2014,0
20-07-2014,31.8
21-07-2014,0.5
22-07-2014,4.2
23-07-2014,8888
24-07-2014,0
25-07-2014,8.6
26-07-2014,14.4
27-07-2014,0
28-07-2014,8888
29-07-2014,0
30-07-2014,0
31-07-2014,0
01-08-2014,0
02-08-2014,0
03-08-2014,8888
04-08-2014,0
05-08-2014,0
06-08-2014,0
07-08-2014,0
08-08-2014,0
09-08-2014,0
10-08-2014,0
11-08-2014,36.9
12-08-2014,0
13-08-2014,0
14-08-2014,0
15-08-2014,1
16-08-2014,0
17-08-2014,0
18-08-2014,0
19-08-2014,0
20-08-2014,0
21-08-2014,0
22-08-2014,0
23-08-2014,0
24-08-2014,0
25-08-2014,0
26-08-2014,0
27-08-2014,0
28-08-2014,0
29-08-2014,0.2
30-08-2014,0
31-08-2014,0
01-09-2014,0
02-09-2014,0
03-09-2014,0
04-09-2014,0
05-09-2014,0
06-09-2014,0
07-09-2014,0
08-09-2014,0
09-09-2014,0
10-09-2014,0
11-09-2014,0
12-09-2014,0
13-09-2014,0
14-09-2014,0
15-09-2014,0
16-09-2014,0
17-09-2014,0
18-09-2014,0
19-09-2014,0
20-09-2014,0.1
21-09-2014,0
22-09-2014,0
23-09-2014,0
24-09-2014,0
25-09-2014,0
26-09-2014,0
27-09-2014,0
28-09-2014,0
29-09-2014,0
30-09-2014,0
01-10-2014,0
02-10-2014,0
03-10-2014,0
04-10-2014,0
05-10-2014,0
06-10-2014,0
07-10-2014,0
08-10-2014,0
09-10-2014,0
10-10-2014,0
11-10-2014,0
12-10-2014,0
13-10-2014,10.7
14-10-2014,0
15-10-2014,0
16-10-2014,0
17-10-2014,0
18-10-2014,0
19-10-2014,0
20-10-2014,0
21-10-2014,0
22-10-2014,0
23-10-2014,37.5
24-10-2014,0
25-10-2014,0
26-10-2014,0
27-10-2014,0
28-10-2014,0
29-10-2014,2.1
30-10-2014,0.5
31-10-2014,0
01-11-2014,0
02-11-2014,0
03-11-2014,0
04-11-2014,0
05-11-2014,0
06-11-2014,6.5
07-11-2014,0
08-11-2014,8.2
09-11-2014,0
10-11-2014,4.8
11-11-2014,0
12-11-2014,0
13-11-2014,0.8
14-11-2014,0
15-11-2014,0.7
16-11-2014,0
17-11-2014,0
18-11-2014,0.7
19-11-2014,8888
20-11-2014,0
21-11-2014,0
22-11-2014,0
23-11-2014,0
24-11-2014,41
25-11-2014,0
26-11-2014,0
27-11-2014,0.3
28-11-2014,1.5
29-11-2014,0.6
30-11-2014,0
01-12-2014,0
02-12-2014,0
03-12-2014,0
04-12-2014,0.2
05-12-2014,32.5
06-12-2014,6.5
07-12-2014,15.3
08-12-2014,5
09-12-2014,0
10-12-2014,0
11-12-2014,0
12-12-2014,11.1
13-12-2014,8888
14-12-2014,0
15-12-2014,0
16-12-2014,4.1
17-12-2014,0
18-12-2014,0
19-12-2014,49
20-12-2014,3
21-12-2014,18.2
22-12-2014,0
23-12-2014,8888
24-12-2014,0
25-12-2014,0
26-12-2014,21.1
27-12-2014,44.5
28-12-2014,8888
29-12-2014,0
30-12-2014,0
31-12-2014,25.1
