datetime,curah_hujan
01-01-2012,7.8
02-01-2012,8.3
03-01-2012,8888
04-01-2012,0.8
05-01-2012,25.2
06-01-2012,55.7
07-01-2012,4.7
08-01-2012,14.1
09-01-2012,22.3
10-01-2012,4.2
11-01-2012,10
12-01-2012,6.5
13-01-2012,14.3
14-01-2012,15.5
15-01-2012,1.9
16-01-2012,0
17-01-2012,6.2
18-01-2012,0.9
19-01-2012,0
20-01-2012,0
21-01-2012,0
22-01-2012,0
23-01-2012,0
24-01-2012,3.9
25-01-2012,2.4
26-01-2012,6
27-01-2012,0
28-01-2012,0.3
29-01-2012,3.8
30-01-2012,40
31-01-2012,4.4
01-02-2012,0.7
02-02-2012,0.6
03-02-2012,13.9
04-02-2012,0
05-02-2012,0
06-02-2012,8888
07-02-2012,0
08-02-2012,9.2
09-02-2012,0
10-02-2012,0.7
11-02-2012,12.4
12-02-2012,0.8
13-02-2012,0
14-02-2012,3
15-02-2012,0
16-02-2012,0
17-02-2012,0
18-02-2012,0.2
19-02-2012,16
20-02-2012,8.3
21-02-2012,14.6
22-02-2012,0
23-02-2012,0
24-02-2012,0
25-02-2012,8888
26-02-2012,6.1
27-02-2012,0
28-02-2012,8
29-02-2012,16
01-03-2012,9.8
02-03-2012,10.4
03-03-2012,8888
04-03-2012,4.4
05-03-2012,11.3
06-03-2012,8888
07-03-2012,11.1
08-03-2012,0.1
09-03-2012,56.3
10-03-2012,1
11-03-2012,0
12-03-2012,10.1
13-03-2012,16
14-03-2012,0
15-03-2012,13
16-03-2012,0
17-03-2012,0
18-03-2012,7
19-03-2012,8888
20-03-2012,8888
21-03-2012,0
22-03-2012,0
23-03-2012,0
24-03-2012,0
25-03-2012,0
26-03-2012,13
27-03-2012,9.7
28-03-2012,1.5
29-03-2012,2.8
30-03-2012,0
31-03-2012,0
01-04-2012,6
02-04-2012,3
03-04-2012,59
04-04-2012,0
05-04-2012,8888
06-04-2012,14
07-04-2012,0
08-04-2012,0
09-04-2012,0.6
10-04-2012,0
11-04-2012,8888
12-04-2012,0
13-04-2012,0
14-04-2012,0
15-04-2012,0
16-04-2012,0
17-04-2012,43
18-04-2012,6
19-04-2012,0
20-04-2012,34
21-04-2012,8888
22-04-2012,0
23-04-2012,0
24-04-2012,1
25-04-2012,0.1
26-04-2012,8888
27-04-2012,0
28-04-2012,0.4
29-04-2012,0.3
30-04-2012,28.3
01-05-2012,0
02-05-2012,0
03-05-2012,3.8
04-05-2012,0
05-05-2012,0
06-05-2012,0.5
07-05-2012,42.4
08-05-2012,0
09-05-2012,0
10-05-2012,0
11-05-2012,0
12-05-2012,0
13-05-2012,0
14-05-2012,0
15-05-2012,0
16-05-2012,9.7
17-05-2012,0
18-05-2012,17
19-05-2012,0
20-05-2012,8888
21-05-2012,0
22-05-2012,0
23-05-2012,0
24-05-2012,0
25-05-2012,0
26-05-2012,0
27-05-2012,0
28-05-2012,0.1
29-05-2012,0
30-05-2012,0
31-05-2012,5.4
01-06-2012,0
02-06-2012,0
03-06-2012,0
04-06-2012,17
05-06-2012,1
06-06-2012,42.6
07-06-2012,0
08-06-2012,6.3
09-06-2012,0
10-06-2012,0
11-06-2012,0
12-06-2012,0
13-06-2012,0
14-06-2012,0
15-06-2012,0
16-06-2012,0
17-06-2012,0
18-06-2012,0
19-06-2012,0
20-06-2012,0
21-06-2012,0
22-06-2012,0
23-06-2012,0
24-06-2012,0
25-06-2012,0
26-06-2012,0
27-06-2012,0
28-06-2012,0
29-06-2012,0
30-06-2012,0
01-07-2012,0
02-07-2012,0
03-07-2012,0
04-07-2012,0
05-07-2012,0
06-07-2012,0
07-07-2012,0
08-07-2012,0
09-07-2012,0
10-07-2012,0
11-07-2012,0
12-07-2012,21
13-07-2012,0
14-07-2012,0
15-07-2012,0
16-07-2012,0
17-07-2012,0
18-07-2012,0
19-07-2012,0
20-07-2012,0
21-07-2012,0
22-07-2012,0
23-07-2012,0
24-07-2012,0
25-07-2012,0
26-07-2012,0
27-07-2012,0
28-07-2012,0
29-07-2012,0
30-07-2012,0
31-07-2012,0
01-08-2012,0
02-08-2012,0
03-08-2012,0
04-08-2012,0
05-08-2012,0
06-08-2012,0
07-08-2012,0
08-08-2012,0
09-08-2012,0
10-08-2012,0
11-08-2012,0
12-08-2012,0
13-08-2012,0
14-08-2012,0
15-08-2012,0
16-08-2012,0
17-08-2012,0
18-08-2012,0
19-08-2012,0
20-08-2012,0
21-08-2012,0
22-08-2012,0
23-08-2012,0
24-08-2012,0
25-08-2012,0
26-08-2012,0
27-08-2012,0
28-08-2012,0
29-08-2012,0
30-08-2012,0
31-08-2012,0
01-09-2012,0
